%eval_id             x1             x2         obj_fn 
      59   0.2932739258  0.08997802734   0.5010365891 
      60   0.3199707031     0.06328125   0.6153208513 
      61   0.3399932861  0.08997802734   0.5012340179 
      62   0.3199707031   0.1100006104   0.4682453085 
      63   0.3466674805   0.1100006104   0.4372020033 
      64   0.3822631836   0.1100006104   0.5120969496 
      65   0.3466674805   0.1455963135   0.4914507084 
      66   0.3110717773   0.1100006104   0.4921385118 
      67   0.3466674805  0.07440490723   0.6363641143 
      68   0.3733642578   0.1100006104   0.4791098743 
      69   0.3466674805   0.1366973877   0.4541312681 
      70   0.3199707031   0.1100006104   0.4682453085 
      71   0.3466674805  0.08330383301   0.5628163225 
      72   0.3666900635   0.1100006104   0.4609154901 
      73   0.3466674805   0.1300231934   0.4365354909 
      74   0.3733642578   0.1300231934   0.4014664335 
      75   0.4089599609   0.1300231934   0.4878988094 
      76   0.3733642578   0.1656188965   0.4614108498 
      77   0.3377685547   0.1300231934   0.4639448118 
      78   0.3733642578  0.09442749023   0.5949328333 
      79   0.4000610352   0.1300231934   0.4500806582 
      80   0.3733642578   0.1567199707   0.4226674817 
      81   0.3466674805   0.1300231934   0.4365354909 
      82   0.3733642578    0.103326416   0.5228089693 
      83   0.3933868408   0.1300231934     0.42913688 
      84   0.3733642578   0.1500457764   0.4040037586 
      85   0.3533416748   0.1300231934   0.4208428316 
      86   0.3733642578   0.1100006104   0.4791098743 
      87   0.3883811951   0.1300231934   0.4174113094 
      88   0.3733642578   0.1450401306   0.3958524805 
      89   0.3933868408   0.1450401306   0.3774139093 
      90   0.4200836182   0.1450401306   0.4350882268 
      91   0.3933868408    0.171736908   0.3968241363 
      92   0.3666900635   0.1450401306   0.4122720011 
      93   0.3933868408   0.1183433533   0.5005472663 
      94   0.4134094238   0.1450401306   0.4109998168 
      95   0.3933868408   0.1650627136   0.3786081185 
      96   0.3733642578   0.1450401306   0.3958524805 
      97   0.3933868408   0.1250175476    0.456400466 
      98   0.4084037781   0.1450401306   0.3973076327 
      99   0.3933868408   0.1600570679   0.3707926194 
     100   0.4134094238   0.1600570679     0.35586137 
     101   0.4401062012   0.1600570679   0.4266218094 
     102   0.4134094238   0.1867538452   0.3691996397 
     103   0.3867126465   0.1600570679   0.3871682223 
     104   0.4134094238   0.1333602905   0.4850666844 
     105   0.4334320068   0.1600570679   0.3983179707 
     106   0.4134094238   0.1800796509   0.3525016113 
     107   0.4401062012   0.1800796509   0.3320146685 
     108   0.4757019043   0.1800796509   0.4884494032 
     109   0.4401062012    0.215675354   0.3618013958 
     110    0.404510498   0.1800796509   0.3816709838 
     111   0.4401062012   0.1444839478   0.5556387573 
     112   0.4668029785   0.1800796509   0.4273749243 
     113   0.4401062012   0.2067764282     0.33059745 
     114   0.4757019043   0.2067764282   0.3129754251 
     115   0.5231628418   0.2067764282   0.6752415423 
     116   0.4757019043   0.2542373657   0.3529811532 
     117   0.4282409668   0.2067764282   0.3815993714 
     118   0.4757019043   0.1593154907   0.7234778147 
     119   0.5112976074   0.2067764282   0.5374793281 
     120   0.4757019043   0.2423721313   0.3007445851 
     121   0.5231628418   0.2423721313   0.3255131949 
     122   0.4757019043   0.2898330688   0.6786314015 
     123   0.4282409668   0.2423721313   0.6747937325 
     124   0.4757019043   0.1949111938   0.3733658865 
     125   0.5112976074   0.2423721313   0.2751321362 
     126   0.5587585449   0.2423721313   0.6824423369 
     127   0.5112976074   0.2898330688   0.3195304834 
     128   0.4638366699   0.2423721313    0.361605745 
     129   0.5112976074   0.1949111938   0.6812419067 
     130   0.5468933105   0.2423721313   0.5270233472 
     131   0.5112976074   0.2779678345   0.2661957606 
     132   0.5587585449   0.2779678345    0.311954224 
     133   0.5112976074    0.325428772   0.6484751961 
     134   0.4638366699   0.2779678345   0.6821488002 
     135   0.5112976074    0.230506897   0.3344244428 
     136   0.5468933105   0.2779678345   0.2499299473 
     137    0.594354248   0.2779678345   0.7313939016 
     138   0.5468933105    0.325428772   0.2746666839 
     139    0.499432373   0.2779678345   0.3319933662 
     140   0.5468933105    0.230506897   0.6757013285 
     141   0.5824890137   0.2779678345   0.5503985485 
     142   0.5468933105   0.3135635376   0.2262473637 
     143    0.594354248   0.3135635376   0.3221053509 
     144   0.5468933105   0.3610244751   0.5888651885 
     145    0.499432373   0.3135635376   0.6618444432 
     146   0.5468933105   0.2661026001   0.3141376566 
     147   0.5824890137   0.3135635376   0.2405182683 
     148   0.5468933105   0.3491592407   0.4559755962 
     149   0.5112976074   0.3135635376   0.5106702012 
     150   0.5468933105   0.2779678345   0.2499299473 
     151   0.5735900879   0.3135635376   0.2056711081 
     152    0.609185791   0.3135635376    0.483864527 
     153   0.5735900879   0.3491592407   0.2224423812 
     154   0.5379943848   0.3135635376   0.2716535474 
     155   0.5735900879   0.2779678345   0.4423106511 
     156   0.6002868652   0.3135635376   0.3786147557 
     157   0.5735900879   0.3402603149   0.1944922989 
     158    0.609185791   0.3402603149   0.2478895673 
     159   0.5735900879   0.3758560181   0.4013216842 
     160   0.5379943848   0.3402603149   0.4717403846 
     161   0.5735900879   0.3046646118   0.2410737298 
     162   0.6002868652   0.3402603149   0.2001073183 
     163   0.5735900879   0.3669570923   0.3258570739 
     164   0.5468933105   0.3402603149   0.3747862741 
     165   0.5735900879   0.3135635376   0.2056711081 
     166   0.5936126709   0.3402603149   0.1798296511 
     167   0.6203094482   0.3402603149   0.3423990904 
     168   0.5936126709   0.3669570923   0.1864114776 
     169   0.5669158936   0.3402603149   0.2231570219 
     170   0.5936126709   0.3135635376   0.3157914087 
     171   0.6136352539   0.3402603149   0.2809589575 
     172   0.5936126709   0.3602828979   0.1714025599 
     173   0.6203094482   0.3602828979    0.204194392 
     174   0.5936126709   0.3869796753   0.2848920745 
     175   0.5669158936   0.3602828979   0.3387993566 
     176   0.5936126709   0.3335861206   0.2004566295 
     177   0.6136352539   0.3602828979   0.1757338029 
     178   0.5936126709    0.380305481   0.2431562349 
     179   0.5735900879   0.3602828979   0.2796524191 
     180   0.5936126709   0.3402603149   0.1798296511 
     181   0.6086296082   0.3602828979   0.1634671515 
     182   0.6286521912   0.3602828979   0.2598445808 
     183   0.6086296082    0.380305481   0.1629232962 
     184   0.6353263855    0.380305481   0.1874350314 
     185   0.6086296082   0.4070022583   0.2869237919 
     186   0.5819328308    0.380305481   0.3483328966 
     187   0.6086296082   0.3536087036   0.1814663846 
     188   0.6286521912    0.380305481    0.160094523 
     189   0.6553489685    0.380305481   0.3606199967 
     190   0.6286521912   0.4070022583   0.1518200821 
     191   0.6642478943   0.4070022583   0.2298508957 
     192   0.6286521912   0.4425979614   0.3625219583 
     193    0.593056488   0.4070022583   0.4712600797 
     194   0.6286521912   0.3714065552   0.1945290221 
     195   0.6553489685   0.4070022583   0.1693194285 
     196   0.6286521912   0.4336990356   0.2860892253 
     197   0.6019554138   0.4070022583     0.35781905 
     198   0.6286521912    0.380305481    0.160094523 
     199   0.6486747742   0.4070022583   0.1424091726 
     200   0.6753715515   0.4070022583    0.346705027 
     201   0.6486747742   0.4336990356   0.1401222429 
     202   0.6842704773   0.4336990356   0.2188968528 
     203   0.6486747742   0.4692947388   0.3588074676 
     204    0.613079071   0.4336990356   0.4841744154 
     205   0.6486747742   0.3981033325   0.1748478345 
     206   0.6753715515   0.4336990356   0.1556837886 
     207   0.6486747742    0.460395813   0.2803788974 
     208   0.6219779968   0.4336990356   0.3623217453 
     209   0.6486747742   0.4070022583   0.1424091726 
     210   0.6686973572   0.4336990356   0.1278708486 
     211   0.6953941345   0.4336990356   0.3415259885 
     212   0.6686973572    0.460395813   0.1272902942 
     213   0.7042930603    0.460395813   0.2144129633 
     214   0.6686973572   0.4959915161   0.3482506858 
     215   0.6331016541    0.460395813    0.489569499 
     216   0.6686973572   0.4248001099   0.1597407188 
     217   0.6953941345    0.460395813   0.1465029438 
     218   0.6686973572   0.4870925903   0.2692533239 
     219   0.6420005798    0.460395813   0.3607871815 
     220   0.6686973572   0.4336990356   0.1278708486 
     221   0.6887199402    0.460395813    0.116325804 
     222   0.7154167175    0.460395813   0.3454434505 
     223   0.6887199402   0.4870925903   0.1131704887 
     224   0.7243156433   0.4870925903   0.2169312351 
     225   0.6887199402   0.5226882935   0.3306978657 
     226   0.6531242371   0.4870925903   0.4866058281 
     227   0.6887199402   0.4514968872   0.1490539278 
     228   0.7154167175   0.4870925903   0.1421374634 
     229   0.6887199402   0.5137893677   0.2525587575 
     230   0.6620231628   0.4870925903   0.3525472952 
     231   0.6887199402    0.460395813    0.116325804 
     232   0.7087425232   0.4870925903   0.1080060289 
     233   0.7354393005   0.4870925903   0.3592037195 
     234   0.7087425232   0.5137893677  0.09799481657 
     235   0.7443382263   0.5137893677   0.2273694138 
     236   0.7087425232   0.5493850708   0.3063809976 
     237   0.6731468201   0.5137893677   0.4748296375 
     238   0.7087425232   0.4781936646   0.1430194517 
     239   0.7354393005   0.5137893677   0.1433336538 
     240   0.7087425232    0.540486145   0.2305271883 
     241   0.6820457458   0.5137893677   0.3373197599 
     242   0.7087425232   0.4870925903   0.1080060289 
     243   0.7287651062   0.5137893677   0.1035292508 
     244   0.7087425232   0.5338119507   0.1840306344 
     245   0.6887199402   0.5137893677   0.2525587575 
     246   0.7087425232   0.4937667847  0.09213976483 
     247   0.7354393005   0.4937667847   0.2918727421 
     248   0.7087425232    0.520463562   0.1177644485 
     249   0.6820457458   0.4937667847   0.1827787498 
     250   0.7087425232   0.4670700073   0.2090586653 
     251   0.7287651062   0.4937667847    0.212934662 
     252   0.7087425232   0.5137893677  0.09799481657 
     253   0.6887199402   0.4937667847   0.1346540949 
     254   0.7087425232   0.4737442017   0.1664654792 
     255   0.7237594604   0.4937667847    0.166675039 
     256   0.7087425232   0.5087837219  0.08901410682 
     257   0.7287651062   0.5087837219   0.1233636568 
     258   0.7087425232   0.5288063049   0.1550047331 
     259   0.6887199402   0.5087837219    0.215565645 
     260   0.7087425232   0.4887611389   0.1032042466 
     261   0.7237594604   0.5087837219  0.09894113359 
     262   0.7087425232   0.5238006592   0.1309901297 
     263   0.6937255859   0.5087837219   0.1695860315 
     264   0.7087425232   0.4937667847  0.09213976483 
     265   0.7200052261   0.5087837219  0.08765883323 
     266   0.7350221634   0.5087837219   0.1692736324 
     267   0.7200052261   0.5238006592  0.08130566231 
     268   0.7400278091   0.5238006592   0.1244224799 
     269   0.7200052261   0.5438232422    0.142992938 
     270   0.6999826431   0.5238006592   0.2044231962 
     271   0.7200052261   0.5037780762  0.09979915263 
     272   0.7350221634   0.5238006592  0.09729628041 
     273   0.7200052261   0.5388175964   0.1200541723 
     274   0.7049882889   0.5238006592   0.1588139563 
     275   0.7200052261   0.5087837219  0.08765883323 
     276   0.7312679291   0.5238006592  0.08421182996 
     277   0.7200052261   0.5350633621   0.1061387622 
     278   0.7087425232   0.5238006592   0.1309901297 
     279   0.7200052261   0.5125379562  0.08184225791 
     280   0.7284522533   0.5238006592  0.07841951099 
     281   0.7397149563   0.5238006592   0.1223993228 
     282   0.7284522533   0.5350633621  0.07569241698 
     283   0.7434691906   0.5350633621  0.09707717119 
     284   0.7284522533   0.5500802994   0.1115202624 
     285   0.7134353161   0.5350633621   0.1501015988 
     286   0.7284522533   0.5200464249  0.08496625244 
     287   0.7397149563   0.5350633621  0.08242527376 
     288   0.7284522533   0.5463260651  0.09833501849 
     289   0.7171895504   0.5350633621   0.1228411462 
     290   0.7284522533   0.5238006592  0.07841951099 
     291   0.7368992805   0.5350633621  0.07555367195 
     292   0.7481619835   0.5350633621   0.1243473931 
     293   0.7368992805   0.5463260651  0.07031463178 
     294   0.7519162178   0.5463260651  0.09784318012 
     295   0.7368992805   0.5613430023   0.1027932157 
     296   0.7218823433   0.5463260651   0.1409136607 
     297   0.7368992805   0.5313091278  0.08293772879 
     298   0.7481619835   0.5463260651  0.08143280084 
     299   0.7368992805    0.557588768  0.09044528712 
     300   0.7256365776   0.5463260651   0.1143907219 
     301   0.7368992805   0.5350633621  0.07555367195 
     302   0.7453463078   0.5463260651  0.07334022393 
     303   0.7368992805   0.5547730923  0.08303421433 
     304   0.7284522533   0.5463260651  0.09833501849 
     305   0.7368992805   0.5378790379  0.07186550295 
     306    0.743234551   0.5463260651  0.06961484672 
     307   0.7516815782   0.5463260651  0.09662778445 
     308    0.743234551   0.5547730923  0.06649279326 
     309   0.7544972539   0.5547730923  0.08127634343 
     310    0.743234551   0.5660357952  0.08452853888 
     311    0.731971848   0.5547730923   0.1079022624 
     312    0.743234551   0.5435103893  0.07382674314 
     313   0.7516815782   0.5547730923  0.07217259955 
     314    0.743234551   0.5632201195  0.07764119352 
     315   0.7347875237   0.5547730923  0.09242076838 
     316    0.743234551   0.5463260651  0.06961484672 
     317   0.7495698214   0.5547730923  0.06773049865 
     318    0.743234551   0.5611083627  0.07351623842 
     319   0.7368992805   0.5547730923  0.08303421433 
     320    0.743234551   0.5484378219  0.06749647831 
     321   0.7479860038   0.5547730923  0.06572943561 
     322   0.7543212742   0.5547730923  0.08060019028 
     323   0.7479860038   0.5611083627  0.06377521459 
     324    0.756433031   0.5611083627  0.07160719899 
     325   0.7479860038   0.5695553899  0.07365623357 
     326   0.7395389766   0.5611083627  0.08797687397 
     327   0.7479860038   0.5526613355  0.06816464934 
     328   0.7543212742   0.5611083627   0.0665867531 
     329   0.7479860038   0.5674436331  0.06984812379 
     330   0.7416507334   0.5611083627  0.07898235012 
     331   0.7479860038   0.5547730923  0.06572943561 
     332   0.7527374566   0.5611083627  0.06416961563 
     333   0.7479860038   0.5658598155  0.06757735303 
     334    0.743234551   0.5611083627  0.07351623842 
     335   0.7479860038   0.5563569099   0.0644883369 
     336   0.7515495934   0.5611083627  0.06311027569 
     337   0.7563010462   0.5611083627  0.07123295257 
     338   0.7515495934   0.5658598155  0.06183431846 
     339   0.7578848638   0.5658598155  0.06589523423 
     340   0.7515495934   0.5721950859   0.0671567811 
     341    0.745214323   0.5658598155  0.07597316455 
     342   0.7515495934   0.5595245451  0.06453898604 
     343   0.7563010462   0.5658598155  0.06314865653 
     344   0.7515495934   0.5706112683  0.06507362198 
     345   0.7467981406   0.5658598155  0.07075726715 
     346   0.7515495934   0.5611083627  0.06311027569 
     347    0.755113183   0.5658598155  0.06184973261 
     348   0.7515495934   0.5694234051   0.0638404904 
     349   0.7479860038   0.5658598155  0.06757735303 
     350   0.7515495934   0.5622962259  0.06236798069 
     351   0.7542222856   0.5658598155  0.06130155658 
     352   0.7577858752   0.5658598155  0.06568948058 
     353   0.7542222856   0.5694234051  0.06043942037 
     354   0.7589737384   0.5694234051  0.06247309442 
     355   0.7542222856   0.5741748579  0.06324075858 
     356   0.7494708328   0.5694234051  0.06871988105 
     357   0.7542222856   0.5646719523  0.06215334291 
     358   0.7577858752   0.5694234051  0.06098709437 
     359   0.7542222856   0.5729869947  0.06211711833 
     360    0.750658696   0.5694234051  0.06569342206 
     361   0.7542222856   0.5658598155  0.06130155658 
     362   0.7568949778   0.5694234051  0.06030178498 
     363   0.7604585674   0.5694234051  0.06525457957 
     364   0.7568949778   0.5729869947  0.05910099249 
     365   0.7616464306   0.5729869947  0.06187943004 
     366   0.7568949778   0.5777384475    0.061450789 
     367    0.752143525   0.5729869947  0.06671392469 
     368   0.7568949778   0.5682355419  0.06126645673 
     369   0.7604585674   0.5729869947  0.06019996071 
     370   0.7568949778   0.5765505843  0.06044003418 
     371   0.7533313882   0.5729869947  0.06384714468 
     372   0.7568949778   0.5694234051  0.06030178498 
     373     0.75956767   0.5729869947  0.05937273894 
     374   0.7568949778   0.5756596869   0.0598671643 
     375   0.7542222856   0.5729869947  0.06211711833 
     376   0.7568949778   0.5703143025   0.0597634774 
     377   0.7588994969   0.5729869947  0.05899466642 
     378   0.7615721891   0.5729869947  0.06175511008 
     379   0.7588994969   0.5756596869  0.05813667576 
     380   0.7624630865   0.5756596869  0.05966170415 
     381   0.7588994969   0.5792232765  0.05921504311 
     382   0.7553359073   0.5756596869  0.06248949417 
     383   0.7588994969   0.5720960973  0.05959814258 
     384   0.7615721891   0.5756596869  0.05872488733 
     385   0.7588994969   0.5783323791  0.05870734182 
     386   0.7562268047   0.5756596869  0.06085474507 
     387   0.7588994969   0.5729869947  0.05899466642 
     388   0.7609040161   0.5756596869   0.0582659677 
     389   0.7588994969    0.577664206  0.05843073873 
     390   0.7568949778   0.5756596869   0.0598671643 
     391   0.7588994969   0.5736551677  0.05864623219 
     392   0.7604028863   0.5756596869  0.05805848764 
     393   0.7624074054   0.5756596869  0.05959225264 
     394   0.7604028863    0.577664206  0.05743684495 
     395   0.7630755785    0.577664206  0.05826774389 
     396   0.7604028863   0.5803368982  0.05785806268 
     397   0.7577301941    0.577664206  0.05992607857 
     398   0.7604028863   0.5749915138  0.05844428395 
     399   0.7624074054    0.577664206  0.05774685005 
     400   0.7604028863   0.5796687252  0.05761882168 
     401   0.7583983671    0.577664206   0.0589944119 
     402   0.7604028863   0.5756596869  0.05805848764 
     403   0.7619062756    0.577664206  0.05749345966 
     404   0.7604028863   0.5791675954  0.05749798818 
     405   0.7588994969    0.577664206  0.05843073873 
     406   0.7604028863   0.5761608167  0.05782773765 
     407   0.7615304283    0.577664206  0.05738048156 
     408   0.7630338177    0.577664206  0.05822905045 
     409   0.7615304283   0.5791675954   0.0569256484 
     410   0.7635349475   0.5791675954  0.05737344919 
     411   0.7615304283   0.5811721146  0.05702237115 
     412   0.7595259091   0.5791675954  0.05835127761 
     413   0.7615304283   0.5771630762  0.05763254504 
     414   0.7630338177   0.5791675954  0.05708505949 
     415   0.7615304283   0.5806709848  0.05692285115 
     416   0.7635349475   0.5806709848  0.05645147284 
     417   0.7662076397   0.5806709848   0.0587589165 
     418   0.7635349475    0.583343677  0.05592854184 
     419   0.7670985371    0.583343677  0.05684051103 
     420   0.7635349475   0.5869072666  0.05745365541 
     421   0.7599713579    0.583343677  0.06096293157 
     422   0.7635349475   0.5797800874  0.05694326245 
     423   0.7662076397    0.583343677  0.05605050847 
     424   0.7635349475   0.5860163692  0.05683426756 
     425   0.7608622553    0.583343677  0.05915139417 
     426   0.7635349475   0.5806709848  0.05645147284 
     427   0.7655394666    0.583343677  0.05570452552 
     428   0.7682121588    0.583343677  0.05835809902 
     429   0.7655394666   0.5860163692  0.05497185941 
     430   0.7691030562   0.5860163692  0.05634185573 
     431   0.7655394666   0.5895799588  0.05621732616 
     432    0.761975877   0.5860163692  0.05958135407 
     433   0.7655394666   0.5824527796  0.05626622682 
     434   0.7682121588   0.5860163692  0.05543422835 
     435   0.7655394666   0.5886890614  0.05566785002 
     436   0.7628667744   0.5860163692  0.05787294621 
     437   0.7655394666    0.583343677  0.05570452552 
     438   0.7675439858   0.5860163692  0.05500139259 
     439   0.7655394666   0.5880208883   0.0553599158 
     440   0.7635349475   0.5860163692  0.05683426756 
     441   0.7655394666     0.58401185  0.05538742242 
     442    0.767042856   0.5860163692  0.05481583012 
     443   0.7690473751   0.5860163692  0.05627404124 
     444    0.767042856   0.5880208883  0.05428017684 
     445   0.7697155482   0.5880208883  0.05500329834 
     446    0.767042856   0.5906935805   0.0548160471 
     447   0.7643701638   0.5880208883  0.05693453388 
     448    0.767042856   0.5853481961  0.05517296331 
     449   0.7690473751   0.5880208883  0.05450395604 
     450    0.767042856   0.5900254075  0.05454814297 
     451   0.7650383368   0.5880208883  0.05595622681 
     452    0.767042856   0.5860163692  0.05481583012 
     453   0.7685462453   0.5880208883  0.05426909099 
     454   0.7705507645   0.5880208883  0.05592748306 
     455   0.7685462453   0.5900254075  0.05361153522 
     456   0.7712189375   0.5900254075  0.05460010563 
     457   0.7685462453   0.5926980997  0.05398486882 
     458   0.7658735531   0.5900254075  0.05601450489 
     459   0.7685462453   0.5873527153  0.05466685834 
     460   0.7705507645   0.5900254075  0.05403307906 
     461   0.7685462453   0.5920299266  0.05375759885 
     462   0.7665417262   0.5900254075  0.05509773016 
     463   0.7685462453   0.5880208883  0.05426909099 
     464   0.7700496347   0.5900254075  0.05374802974 
     465   0.7685462453   0.5915287968  0.05364574362 
     466    0.767042856   0.5900254075  0.05454814297 
     467   0.7685462453   0.5885220181  0.05402936273 
     468   0.7696737874   0.5900254075  0.05361295989 
     469   0.7685462453   0.5911529495  0.05359481316 
     470   0.7700496347   0.5911529495  0.05320968223 
     471   0.7720541538   0.5911529495  0.05437470393 
     472   0.7700496347   0.5931574686  0.05288044764 
     473   0.7727223269   0.5931574686  0.05320933399 
     474   0.7700496347   0.5958301608  0.05369154283 
     475   0.7673769425   0.5931574686  0.05595397992 
     476   0.7700496347   0.5904847764  0.05349800918 
     477   0.7720541538   0.5931574686  0.05280620482 
     478    0.774726846   0.5931574686  0.05571009369 
     479   0.7720541538   0.5958301608   0.0519649473 
     480   0.7756177434   0.5958301608  0.05365677937 
     481   0.7720541538   0.5993937505   0.0530656255 
     482   0.7684905642   0.5958301608  0.05635540362 
     483   0.7720541538   0.5922665712  0.05340410326 
     484    0.774726846   0.5958301608   0.0526590171 
     485   0.7720541538   0.5985028531   0.0525523465 
     486   0.7693814616   0.5958301608  0.05469215678 
     487   0.7720541538   0.5931574686  0.05280620482 
     488    0.774058673   0.5958301608  0.05216281885 
     489   0.7720541538     0.59783468  0.05227156013 
     490   0.7700496347   0.5958301608  0.05369154283 
     491   0.7720541538   0.5938256417  0.05246195387 
     492   0.7735575432   0.5958301608  0.05193211561 
     493   0.7755620624   0.5958301608  0.05358314204 
     494   0.7735575432     0.59783468  0.05130716578 
     495   0.7762302354     0.59783468  0.05228068418 
     496   0.7735575432   0.6005073722  0.05172397396 
     497    0.770884851     0.59783468  0.05376911736 
     498   0.7735575432   0.5951619878  0.05231901431 
     499   0.7755620624     0.59783468  0.05171328963 
     500   0.7735575432   0.5998391992  0.05148583535 
     501   0.7715530241     0.59783468  0.05283349128 
     502   0.7735575432   0.5958301608  0.05193211561 
     503   0.7750609326     0.59783468  0.05142977339 
     504   0.7735575432   0.5993380694  0.05136582864 
     505   0.7720541538     0.59783468  0.05227156013 
     506   0.7735575432   0.5963312906  0.05170053883 
     507   0.7746850852     0.59783468  0.05129686994 
     508   0.7761884746     0.59783468  0.05223887226 
     509   0.7746850852   0.5993380694  0.05083063684 
     510   0.7766896044   0.5993380694  0.05139530462 
     511   0.7746850852   0.6013425885   0.0509121597 
     512   0.7726805661   0.5993380694  0.05220441942 
     513   0.7746850852   0.5973335502  0.05155273339 
     514   0.7761884746   0.5993380694  0.05107158861 
     515   0.7746850852   0.6008414587  0.05081643966 
     516   0.7766896044   0.6008414587  0.05044607134 
     517   0.7793622966   0.6008414587  0.05298977724 
     518   0.7766896044   0.6035141509  0.04987468357 
     519    0.780253194   0.6035141509   0.0510774448 
     520   0.7766896044   0.6070777405   0.0513351881 
     521   0.7731260148   0.6035141509  0.05482458133 
     522   0.7766896044   0.5999505613   0.0509540132 
     523   0.7793622966   0.6035141509  0.05019532546 
     524   0.7766896044   0.6061868431  0.05073195252 
     525   0.7740169122   0.6035141509  0.05301490442 
     526   0.7766896044   0.6008414587  0.05044607134 
     527   0.7786941235   0.6035141509  0.04978876162 
     528   0.7813668157   0.6035141509  0.05272843879 
     529   0.7786941235   0.6061868431  0.04897944851 
     530   0.7822577131   0.6061868431  0.05070679255 
     531   0.7786941235   0.6097504327  0.05012271925 
     532   0.7751305339   0.6061868431  0.05343869918 
     533   0.7786941235   0.6026232535  0.05037601193 
     534   0.7813668157   0.6061868431  0.04969033413 
     535   0.7786941235   0.6088595353  0.04959879211 
     536   0.7760214313   0.6061868431  0.05174851447 
     537   0.7786941235   0.6035141509  0.04978876162 
     538   0.7806986427   0.6061868431  0.04918441476 
     539   0.7786941235   0.6081913623  0.04931001964 
     540   0.7766896044   0.6061868431  0.05073195252 
     541   0.7786941235    0.604182324  0.04945249677 
     542   0.7801975129   0.6061868431  0.04894883677 
     543   0.7822020321   0.6061868431  0.05063179452 
     544   0.7801975129   0.6081913623  0.04833984123 
     545   0.7828702051   0.6081913623  0.04934908298 
     546   0.7801975129   0.6108640545  0.04877792181 
     547   0.7775248207   0.6081913623  0.05082491292 
     548   0.7801975129   0.6055186701  0.04933041738 
     549   0.7822020321   0.6081913623  0.04876722439 
     550   0.7801975129   0.6101958814   0.0485344651 
     551   0.7781929937   0.6081913623  0.04987800688 
     552   0.7801975129   0.6061868431  0.04894883677 
     553   0.7817009023   0.6081913623  0.04847528323 
     554   0.7801975129   0.6096947516  0.04841046981 
     555   0.7786941235   0.6081913623  0.04931001964 
     556   0.7801975129   0.6066879729  0.04872124857 
     557   0.7813250549   0.6081913623  0.04833742274 
     558   0.7828284443   0.6081913623   0.0493062588 
     559   0.7813250549   0.6096947516  0.04787865311 
     560   0.7833295741   0.6096947516  0.04847525101 
     561   0.7813250549   0.6116992708  0.04797012724 
     562   0.7793205358   0.6096947516   0.0492536772 
     563   0.7813250549   0.6076902325  0.04859079838 
     564   0.7828284443   0.6096947516  0.04814043561 
     565   0.7813250549    0.611198141  0.04787191939 
     566   0.7833295741    0.611198141  0.04752547718 
     567   0.7860022663    0.611198141  0.05015290673 
     568   0.7833295741   0.6138708332  0.04695312842 
     569   0.7868931637   0.6138708332  0.04825543269 
     570   0.7833295741   0.6174344228  0.04841235165 
     571   0.7797659845   0.6138708332  0.05190872757 
     572   0.7833295741   0.6103072436  0.04803373937 
     573   0.7860022663   0.6138708332  0.04733852149 
