%eval_id interface              w              t              L              p              E              X              Y           mass         stress   displacement 
138          NO_ID            1.2            0.8              4            600       29000000             40             80     1.33333333     83333.3333  0.00117746417 
139          NO_ID            0.8              1              4            600       29000000             40             80     1.11111111          97500  0.00112021741 
140          NO_ID              1              1              4            600       29000000             40             80     1.38888889          72000 0.000789563313 
141          NO_ID            1.2              1              4            600       29000000             40             80     1.66666667     56666.6667 0.000622972535 
142          NO_ID            0.8            1.2              4            600       29000000             40             80     1.33333333     72916.6667 0.000768939628 
143          NO_ID              1            1.2              4            600       29000000             40             80     1.66666667     53333.3333 0.000503594889 
144          NO_ID            1.2            1.2              4            600       29000000             40             80              2     41666.6667 0.000380769345 
145          NO_ID            0.8            0.8              5            600       29000000             40             80     1.11111111         140625  0.00376493127 
146          NO_ID              1            0.8              5            600       29000000             40             80     1.38888889         105000  0.00282853551 
147          NO_ID            1.2            0.8              5            600       29000000             40             80     1.66666667     83333.3333  0.00229973471 
148          NO_ID            0.8              1              5            600       29000000             40             80     1.38888889          97500  0.00218792462 
149          NO_ID              1              1              5            600       29000000             40             80     1.73611111          72000  0.00154211585 
150          NO_ID            1.2              1              5            600       29000000             40             80     2.08333333     56666.6667  0.00121674323 
151          NO_ID            0.8            1.2              5            600       29000000             40             80     1.66666667     72916.6667  0.00150183521 
152          NO_ID              1            1.2              5            600       29000000             40             80     2.08333333     53333.3333 0.000983583768 
153          NO_ID            1.2            1.2              5            600       29000000             40             80            2.5     41666.6667 0.000743690127 
154          NO_ID            0.8            0.8              6            600       29000000             40             80     1.33333333         140625  0.00650580123 
155          NO_ID              1            0.8              6            600       29000000             40             80     1.66666667         105000  0.00488770935 
156          NO_ID            1.2            0.8              6            600       29000000             40             80              2     83333.3333  0.00397394158 
157          NO_ID            0.8              1              6            600       29000000             40             80     1.66666667          97500  0.00378073375 
158          NO_ID              1              1              6            600       29000000             40             80     2.08333333          72000  0.00266477618 
159          NO_ID            1.2              1              6            600       29000000             40             80            2.5     56666.6667   0.0021025323 
160          NO_ID            0.8            1.2              6            600       29000000             40             80              2     72916.6667  0.00259517125 
161          NO_ID              1            1.2              6            600       29000000             40             80            2.5     53333.3333  0.00169963275 
162          NO_ID            1.2            1.2              6            600       29000000             40             80              3     41666.6667  0.00128509654 
163          NO_ID            0.8            0.8              4            400       35000000             40             80    0.592592593         140625  0.00159719141 
164          NO_ID              1            0.8              4            400       35000000             40             80    0.740740741         105000  0.00119994558 
165          NO_ID            1.2            0.8              4            400       35000000             40             80    0.888888889     83333.3333  0.00097561317 
166          NO_ID            0.8              1              4            400       35000000             40             80    0.740740741          97500 0.000928180137 
167          NO_ID              1              1              4            400       35000000             40             80    0.925925926          72000 0.000654209603 
168          NO_ID            1.2              1              4            400       35000000             40             80     1.11111111     56666.6667 0.000516177243 
169          NO_ID            0.8            1.2              4            400       35000000             40             80    0.888888889     72916.6667 0.000637121406 
170          NO_ID              1            1.2              4            400       35000000             40             80     1.11111111     53333.3333 0.000417264337 
171          NO_ID            1.2            1.2              4            400       35000000             40             80     1.33333333     41666.6667   0.0003154946 
172          NO_ID            0.8            0.8              5            400       35000000             40             80    0.740740741         140625  0.00311951448 
173          NO_ID              1            0.8              5            400       35000000             40             80    0.925925926         105000  0.00234364371 
174          NO_ID            1.2            0.8              5            400       35000000             40             80     1.11111111     83333.3333  0.00190549447 
175          NO_ID            0.8              1              5            400       35000000             40             80    0.925925926          97500  0.00181285183 
176          NO_ID              1              1              5            400       35000000             40             80     1.15740741          72000  0.00127775313 
177          NO_ID            1.2              1              5            400       35000000             40             80     1.38888889     56666.6667  0.00100815868 
178          NO_ID            0.8            1.2              5            400       35000000             40             80     1.11111111     72916.6667  0.00124437775 
179          NO_ID              1            1.2              5            400       35000000             40             80     1.38888889     53333.3333 0.000814969407 
180          NO_ID            1.2            1.2              5            400       35000000             40             80     1.66666667     41666.6667 0.000616200391 
181          NO_ID            0.8            0.8              6            400       35000000             40             80    0.888888889         140625  0.00539052102 
182          NO_ID              1            0.8              6            400       35000000             40             80     1.11111111         105000  0.00404981632 
183          NO_ID            1.2            0.8              6            400       35000000             40             80     1.33333333     83333.3333  0.00329269445 
184          NO_ID            0.8              1              6            400       35000000             40             80     1.11111111          97500  0.00313260796 
185          NO_ID              1              1              6            400       35000000             40             80     1.38888889          72000  0.00220795741 
186          NO_ID            1.2              1              6            400       35000000             40             80     1.66666667     56666.6667   0.0017420982 
187          NO_ID            0.8            1.2              6            400       35000000             40             80     1.33333333     72916.6667  0.00215028475 
188          NO_ID              1            1.2              6            400       35000000             40             80     1.66666667     53333.3333  0.00140826714 
189          NO_ID            1.2            1.2              6            400       35000000             40             80              2     41666.6667  0.00106479427 
190          NO_ID            0.8            0.8              4            500       35000000             40             80    0.740740741         140625  0.00159719141 
191          NO_ID              1            0.8              4            500       35000000             40             80    0.925925926         105000  0.00119994558 
192          NO_ID            1.2            0.8              4            500       35000000             40             80     1.11111111     83333.3333  0.00097561317 
193          NO_ID            0.8              1              4            500       35000000             40             80    0.925925926          97500 0.000928180137 
194          NO_ID              1              1              4            500       35000000             40             80     1.15740741          72000 0.000654209603 
195          NO_ID            1.2              1              4            500       35000000             40             80     1.38888889     56666.6667 0.000516177243 
196          NO_ID            0.8            1.2              4            500       35000000             40             80     1.11111111     72916.6667 0.000637121406 
197          NO_ID              1            1.2              4            500       35000000             40             80     1.38888889     53333.3333 0.000417264337 
198          NO_ID            1.2            1.2              4            500       35000000             40             80     1.66666667     41666.6667   0.0003154946 
199          NO_ID            0.8            0.8              5            500       35000000             40             80    0.925925926         140625  0.00311951448 
200          NO_ID              1            0.8              5            500       35000000             40             80     1.15740741         105000  0.00234364371 
201          NO_ID            1.2            0.8              5            500       35000000             40             80     1.38888889     83333.3333  0.00190549447 
202          NO_ID            0.8              1              5            500       35000000             40             80     1.15740741          97500  0.00181285183 
203          NO_ID              1              1              5            500       35000000             40             80     1.44675926          72000  0.00127775313 
204          NO_ID            1.2              1              5            500       35000000             40             80     1.73611111     56666.6667  0.00100815868 
205          NO_ID            0.8            1.2              5            500       35000000             40             80     1.38888889     72916.6667  0.00124437775 
206          NO_ID              1            1.2              5            500       35000000             40             80     1.73611111     53333.3333 0.000814969407 
207          NO_ID            1.2            1.2              5            500       35000000             40             80     2.08333333     41666.6667 0.000616200391 
208          NO_ID            0.8            0.8              6            500       35000000             40             80     1.11111111         140625  0.00539052102 
209          NO_ID              1            0.8              6            500       35000000             40             80     1.38888889         105000  0.00404981632 
210          NO_ID            1.2            0.8              6            500       35000000             40             80     1.66666667     83333.3333  0.00329269445 
211          NO_ID            0.8              1              6            500       35000000             40             80     1.38888889          97500  0.00313260796 
212          NO_ID              1              1              6            500       35000000             40             80     1.73611111          72000  0.00220795741 
213          NO_ID            1.2              1              6            500       35000000             40             80     2.08333333     56666.6667   0.0017420982 
214          NO_ID            0.8            1.2              6            500       35000000             40             80     1.66666667     72916.6667  0.00215028475 
215          NO_ID              1            1.2              6            500       35000000             40             80     2.08333333     53333.3333  0.00140826714 
216          NO_ID            1.2            1.2              6            500       35000000             40             80            2.5     41666.6667  0.00106479427 
217          NO_ID            0.8            0.8              4            600       35000000             40             80    0.888888889         140625  0.00159719141 
218          NO_ID              1            0.8              4            600       35000000             40             80     1.11111111         105000  0.00119994558 
219          NO_ID            1.2            0.8              4            600       35000000             40             80     1.33333333     83333.3333  0.00097561317 
220          NO_ID            0.8              1              4            600       35000000             40             80     1.11111111          97500 0.000928180137 
221          NO_ID              1              1              4            600       35000000             40             80     1.38888889          72000 0.000654209603 
222          NO_ID            1.2              1              4            600       35000000             40             80     1.66666667     56666.6667 0.000516177243 
223          NO_ID            0.8            1.2              4            600       35000000             40             80     1.33333333     72916.6667 0.000637121406 
224          NO_ID              1            1.2              4            600       35000000             40             80     1.66666667     53333.3333 0.000417264337 
225          NO_ID            1.2            1.2              4            600       35000000             40             80              2     41666.6667   0.0003154946 
226          NO_ID            0.8            0.8              5            600       35000000             40             80     1.11111111         140625  0.00311951448 
227          NO_ID              1            0.8              5            600       35000000             40             80     1.38888889         105000  0.00234364371 
228          NO_ID            1.2            0.8              5            600       35000000             40             80     1.66666667     83333.3333  0.00190549447 
229          NO_ID            0.8              1              5            600       35000000             40             80     1.38888889          97500  0.00181285183 
230          NO_ID              1              1              5            600       35000000             40             80     1.73611111          72000  0.00127775313 
231          NO_ID            1.2              1              5            600       35000000             40             80     2.08333333     56666.6667  0.00100815868 
232          NO_ID            0.8            1.2              5            600       35000000             40             80     1.66666667     72916.6667  0.00124437775 
233          NO_ID              1            1.2              5            600       35000000             40             80     2.08333333     53333.3333 0.000814969407 
234          NO_ID            1.2            1.2              5            600       35000000             40             80            2.5     41666.6667 0.000616200391 
235          NO_ID            0.8            0.8              6            600       35000000             40             80     1.33333333         140625  0.00539052102 
236          NO_ID              1            0.8              6            600       35000000             40             80     1.66666667         105000  0.00404981632 
237          NO_ID            1.2            0.8              6            600       35000000             40             80              2     83333.3333  0.00329269445 
238          NO_ID            0.8              1              6            600       35000000             40             80     1.66666667          97500  0.00313260796 
239          NO_ID              1              1              6            600       35000000             40             80     2.08333333          72000  0.00220795741 
240          NO_ID            1.2              1              6            600       35000000             40             80            2.5     56666.6667   0.0017420982 
241          NO_ID            0.8            1.2              6            600       35000000             40             80              2     72916.6667  0.00215028475 
242          NO_ID              1            1.2              6            600       35000000             40             80            2.5     53333.3333  0.00140826714 
243          NO_ID            1.2            1.2              6            600       35000000             40             80              3     41666.6667  0.00106479427 
244          NO_ID            0.8            0.8              4            400       23000000             50             80    0.592592593      152343.75  0.00256358183 
245          NO_ID              1            0.8              4            400       23000000             50             80    0.740740741         112500   0.0018731008 
246          NO_ID            1.2            0.8              4            400       23000000             50             80    0.888888889     88541.6667  0.00150414989 
247          NO_ID            0.8              1              4            400       23000000             50             80    0.740740741         106875  0.00155574428 
248          NO_ID              1              1              4            400       23000000             50             80    0.925925926          78000  0.00105004312 
249          NO_ID            1.2              1              4            400       23000000             50             80     1.11111111     60833.3333 0.000808906933 
250          NO_ID            0.8            1.2              4            400       23000000             50             80    0.888888889     80729.1667  0.00111146841 
251          NO_ID              1            1.2              4            400       23000000             50             80     1.11111111     58333.3333 0.000693262431 
252          NO_ID            1.2            1.2              4            400       23000000             50             80     1.33333333     45138.8889 0.000506386534 
253          NO_ID            0.8            0.8              5            400       23000000             50             80    0.740740741      152343.75  0.00500699576 
254          NO_ID              1            0.8              5            400       23000000             50             80    0.925925926         112500      0.0036584 
255          NO_ID            1.2            0.8              5            400       23000000             50             80     1.11111111     88541.6667  0.00293779276 
256          NO_ID            0.8              1              5            400       23000000             50             80    0.925925926         106875  0.00303856305 
257          NO_ID              1              1              5            400       23000000             50             80     1.15740741          78000  0.00205086546 
258          NO_ID            1.2              1              5            400       23000000             50             80     1.38888889     60833.3333  0.00157989635 
259          NO_ID            0.8            1.2              5            400       23000000             50             80     1.11111111     80729.1667  0.00217083674 
260          NO_ID              1            1.2              5            400       23000000             50             80     1.38888889     58333.3333  0.00135402819 
261          NO_ID            1.2            1.2              5            400       23000000             50             80     1.66666667     45138.8889   0.0009890362 
262          NO_ID            0.8            0.8              6            400       23000000             50             80    0.888888889      152343.75  0.00865208867 
263          NO_ID              1            0.8              6            400       23000000             50             80     1.11111111         112500  0.00632171521 
264          NO_ID            1.2            0.8              6            400       23000000             50             80     1.33333333     88541.6667  0.00507650589 
265          NO_ID            0.8              1              6            400       23000000             50             80     1.11111111         106875  0.00525063694 
